patent_id,cpc_sequence,cpc_section,cpc_class,cpc_subclass,cpc_group,cpc_type
5652793,0,G,G06,G06F,G06F21/10,inventional
5652793,1,G,G06,G06F,G06F21/123,inventional
5652793,2,G,G06,G06F,G06F2211/007,additional
5754866,0,G,G06,G06F,G06F9/4812,inventional
5754866,1,G,G06,G06F,G06F9/3802,inventional
5754866,2,G,G06,G06F,G06F9/3814,inventional
5659750,0,G,G06,G06F,G06F9/461,inventional
5758182,0,G,G06,G06F,G06F12/1081,inventional
5758182,1,G,G06,G06F,G06F13/28,inventional
5619658,0,G,G06,G06F,G06F9/3861,inventional
5619658,1,G,G06,G06F,G06F9/3879,inventional
5805175,0,G,G09,G09G,G09G5/395,inventional
5805175,1,G,G09,G09G,G09G5/06,inventional
5805930,0,G,G06,G06F,G06F5/06,inventional
5623692,0,G,G06,G06F,G06F12/1475,inventional
5764861,0,G,G06,G06F,G06F9/461,inventional
5768628,0,G,G10,G10H,G10H7/02,inventional
5768628,1,G,G06,G06F,G06F3/162,inventional
5768628,2,G,G10,G10H,G10H7/002,inventional
5768628,3,G,G10,G10H,G10H2230/031,additional
5768628,4,G,G10,G10H,G10H2240/275,additional
5721947,0,G,G06,G06F,G06F12/0292,inventional
5721947,1,G,G06,G06F,G06F2212/206,additional
5909595,0,G,G06,G06F,G06F13/126,inventional
5680592,0,G,G06,G06F,G06F13/105,inventional
5638535,0,G,G06,G06F,G06F5/06,inventional
5640591,0,G,G06,G06F,G06F12/0292,inventional
5640591,1,G,G06,G06F,G06F12/1475,inventional
5640591,2,G,G06,G06F,G06F2212/206,additional
5733194,0,G,G06,G06F,G06F3/038,inventional
5918050,0,G,G06,G06F,G06F13/387,inventional
5685011,0,G,G06,G06F,G06F11/0796,inventional
5685011,1,G,G06,G06F,G06F11/004,inventional
5685011,2,G,G06,G06F,G06F12/1081,inventional
5734369,0,G,G09,G09G,G09G5/02,inventional
5734369,1,G,G09,G09G,G09G3/2051,additional
5968148,0,G,G10,G10H,G10H7/02,inventional
5968148,1,G,G06,G06F,G06F3/162,inventional
5968148,2,G,G10,G10H,G10H7/002,inventional
5968148,3,G,G10,G10H,G10H2230/031,additional
5968148,4,G,G10,G10H,G10H2240/275,additional
5687357,0,G,G06,G06F,G06F13/28,inventional
5924126,0,G,G06,G06F,G06F12/1081,inventional
5740406,0,G,G06,G06F,G06F3/06,inventional
5740464,0,G,G06,G06F,G06F12/1475,inventional
6061066,0,G,G06,G06T,G06T3/00,inventional
5793379,0,G,G06,G06T,G06T3/4007,inventional
6065071,0,G,G06,G06F,G06F13/28,inventional
5696990,0,G,G06,G06F,G06F5/06,inventional
6023738,0,G,G09,G09G,G09G5/363,inventional
6023738,1,G,G06,G06F,G06F3/14,inventional
6023738,2,G,G06,G06F,G06F13/28,inventional
6300953,0,G,G06,G06F,G06F12/0875,inventional
6300953,1,G,G06,G06T,G06T15/04,inventional
6352479,0,A,A63,A63F,A63F13/12,inventional
6352479,1,A,A63,A63F,A63F13/795,inventional
6352479,2,A,A63,A63F,A63F13/30,inventional
6352479,3,A,A63,A63F,A63F13/335,inventional
6352479,4,A,A63,A63F,A63F13/35,inventional
6352479,5,A,A63,A63F,A63F13/798,inventional
6352479,6,G,G07,G07F,G07F17/32,inventional
6352479,7,G,G07,G07F,G07F17/3272,inventional
6352479,8,A,A63,A63F,A63F2300/208,additional
6352479,9,A,A63,A63F,A63F2300/407,additional
6352479,10,A,A63,A63F,A63F2300/50,additional
6352479,11,A,A63,A63F,A63F2300/5566,additional
6352479,12,A,A63,A63F,A63F2300/558,additional
5887190,0,G,G06,G06F,G06F12/0292,inventional
6353439,0,G,G06,G06T,G06T11/40,inventional
6353439,1,G,G06,G06T,G06T15/005,inventional
6353439,2,G,G06,G06T,G06T15/04,inventional
6353439,3,G,G06,G06T,G06T15/50,inventional
6353439,4,G,G06,G06T,G06T15/503,inventional
6353439,5,G,G06,G06T,G06T15/506,inventional
6075544,0,G,G09,G09G,G09G5/393,inventional
6075544,1,G,G09,G09G,G09G5/39,additional
6081854,0,G,G06,G06F,G06F13/387,inventional
6362997,0,G,G11,G11C,G11C5/06,inventional
6362997,1,H,H05,H05K,H05K1/181,inventional
6362997,2,H,H05,H05K,H05K2201/09236,additional
6362997,3,H,H05,H05K,H05K2201/10545,additional
6362997,4,Y,Y02,Y02P,Y02P70/50,additional
6181352,0,G,G06,G06T,G06T15/005,inventional
6452595,0,G,G06,G06T,G06T11/40,inventional
6452595,1,G,G06,G06T,G06T15/005,inventional
6452595,2,G,G06,G06T,G06T15/04,inventional
6452595,3,G,G06,G06T,G06T15/50,inventional
6452595,4,G,G06,G06T,G06T15/503,inventional
6452595,5,G,G06,G06T,G06T15/506,inventional
6452603,0,G,G06,G06T,G06T15/04,inventional
6092124,0,G,G06,G06F,G06F13/28,inventional
6226012,0,G,G06,G06T,G06T15/005,inventional
6502221,0,G,G06,G06F,G06F30/3308,inventional
6502221,1,G,G06,G06F,G06F30/33,inventional
6502221,2,G,G06,G06F,G06F30/331,inventional
6502221,3,G,G06,G06F,G06F30/39,inventional
6502221,4,H,H05,H05K,H05K1/14,inventional
6502221,5,H,H05,H05K,H05K1/029,additional
6502221,6,H,H05,H05K,H05K1/148,additional
6502221,7,H,H05,H05K,H05K3/0005,additional
6502221,8,Y,Y10,Y10T,Y10T29/49126,additional
6502221,9,Y,Y10,Y10T,Y10T29/49208,additional
6417851,0,G,G06,G06T,G06T15/005,inventional
6275243,0,G,G06,G06F,G06F12/0292,inventional
6275243,1,G,G09,G09G,G09G5/39,inventional
6275243,2,G,G09,G09G,G09G5/363,additional
6275243,3,G,G09,G09G,G09G2360/12,additional
6323860,0,G,G06,G06T,G06T15/005,inventional
6504537,0,G,G06,G06T,G06T17/20,inventional
6504542,0,G,G06,G06T,G06T11/40,inventional
6600488,0,G,G06,G06T,G06T17/20,inventional
6421059,0,G,G06,G06T,G06T11/203,inventional
6421059,1,G,G09,G09G,G09G5/393,inventional
6421059,2,G,G09,G09G,G09G5/024,additional
6374279,0,H,H03,H03H,H03H17/0202,inventional
6650325,0,G,G06,G06T,G06T15/80,inventional
6650325,1,G,G06,G06T,G06T11/40,inventional
6650330,0,G,G06,G06T,G06T15/005,inventional
6650331,0,G,G06,G06T,G06T11/40,inventional
6650331,1,G,G06,G06T,G06T15/005,inventional
6650331,2,G,G06,G06T,G06T15/04,inventional
6650331,3,G,G06,G06T,G06T15/50,inventional
6650331,4,G,G06,G06T,G06T15/503,inventional
6650331,5,G,G06,G06T,G06T15/506,inventional
6191794,0,G,G06,G06T,G06T15/04,inventional
6462737,0,G,G06,G06T,G06T11/40,inventional
6462737,1,G,G06,G06T,G06T15/005,inventional
6462737,2,G,G06,G06T,G06T15/04,inventional
6462737,3,G,G06,G06T,G06T15/50,inventional
6462737,4,G,G06,G06T,G06T15/503,inventional
6462737,5,G,G06,G06T,G06T15/506,inventional
6282587,0,G,G06,G06F,G06F13/28,inventional
6194923,0,H,H03,H03K,H03K19/00315,inventional
6239808,0,G,G06,G06T,G06T15/04,inventional
6380935,0,G,G06,G06T,G06T15/005,inventional
6333744,0,G,G06,G06T,G06T15/005,inventional
6515671,0,G,G06,G06T,G06T1/60,inventional
6515671,1,G,G06,G06T,G06T15/005,inventional
6657635,0,G,G06,G06T,G06T15/00,inventional
6657635,1,G,G06,G06T,G06T1/60,inventional
6198488,0,G,G06,G06T,G06T11/40,inventional
6198488,1,G,G06,G06T,G06T15/005,inventional
6198488,2,G,G06,G06T,G06T15/04,inventional
6198488,3,G,G06,G06T,G06T15/50,inventional
6198488,4,G,G06,G06T,G06T15/503,inventional
6198488,5,G,G06,G06T,G06T15/506,inventional
6288418,0,H,H01,H01L,H01L23/50,inventional
6288418,1,H,H05,H05K,H05K7/1459,inventional
6288418,2,H,H01,H01L,H01L2924/0002,additional
6288418,3,H,H01,H01L,H01L2924/3011,additional
6469707,0,G,G09,G09G,G09G5/02,inventional
6469707,1,G,G06,G06T,G06T15/503,inventional
6469707,2,G,G09,G09G,G09G5/39,additional
6750646,0,G,G01,G01R,G01R31/2817,inventional
6750862,0,G,G06,G06T,G06T15/506,inventional
6750862,1,G,G06,G06T,G06T15/04,inventional
6704010,0,G,G06,G06T,G06T17/205,inventional
6704010,1,G,G06,G06T,G06T17/20,inventional
6704025,0,G,G06,G06T,G06T15/60,inventional
6614448,0,G,G06,G06T,G06T11/001,inventional
6292854,0,G,G10,G10H,G10H7/02,inventional
6292854,1,G,G06,G06F,G06F3/162,inventional
6292854,2,G,G10,G10H,G10H7/002,inventional
6292854,3,G,G10,G10H,G10H2230/031,additional
6292854,4,G,G10,G10H,G10H2240/275,additional
6437780,0,G,G06,G06T,G06T17/20,inventional
6437780,1,G,G06,G06T,G06T11/40,inventional
6342888,0,G,G06,G06T,G06T11/40,inventional
6342888,1,G,G06,G06T,G06T15/005,inventional
6342888,2,G,G06,G06T,G06T15/04,inventional
6342888,3,G,G06,G06T,G06T15/50,inventional
6342888,4,G,G06,G06T,G06T15/503,inventional
6342888,5,G,G06,G06T,G06T15/506,inventional
6664963,0,G,G06,G06T,G06T15/80,inventional
6664963,1,G,G06,G06T,G06T15/04,inventional
6664963,2,G,G06,G06T,G06T15/50,inventional
6664963,3,G,G06,G06T,G06T15/60,inventional
6573900,0,G,G06,G06T,G06T15/005,inventional
6618842,0,G,G06,G06F,G06F30/3308,inventional
6618842,1,G,G06,G06F,G06F30/33,inventional
6618842,2,G,G06,G06F,G06F30/331,inventional
6618842,3,G,G06,G06F,G06F30/39,inventional
6618842,4,H,H05,H05K,H05K1/14,inventional
6618842,5,H,H05,H05K,H05K1/029,additional
6618842,6,H,H05,H05K,H05K1/148,additional
6618842,7,H,H05,H05K,H05K3/0005,additional
6618842,8,Y,Y10,Y10T,Y10T29/49126,additional
6618842,9,Y,Y10,Y10T,Y10T29/49208,additional
6477687,0,G,G11,G11C,G11C5/025,inventional
6477687,1,G,G06,G06F,G06F30/392,inventional
6477687,2,H,H10,H10D,H10D84/90,additional
6344852,0,G,G06,G06T,G06T15/005,inventional
6297833,0,G,G06,G06T,G06T11/40,inventional
6480205,0,G,G06,G06T,G06T15/405,inventional
6577309,0,G,G06,G06T,G06T11/40,inventional
6577309,1,G,G06,G06T,G06T15/005,inventional
6577309,2,G,G06,G06T,G06T15/04,inventional
6577309,3,G,G06,G06T,G06T15/50,inventional
6577309,4,G,G06,G06T,G06T15/503,inventional
6577309,5,G,G06,G06T,G06T15/506,inventional
6577320,0,G,G09,G09G,G09G5/026,inventional
6577320,1,G,G09,G09G,G09G2340/10,additional
6850243,0,G,G06,G06T,G06T15/04,inventional
6760032,0,G,G06,G06T,G06T13/00,inventional
6760032,1,G,G06,G06T,G06T15/005,inventional
6760032,2,G,G06,G06T,G06T15/04,inventional
6760035,0,G,G09,G09G,G09G5/395,inventional
6446186,0,G,G06,G06F,G06F12/1009,inventional
6624811,0,G,G06,G06T,G06T17/20,inventional
6532013,0,G,G06,G06T,G06T15/80,inventional
6532013,1,G,G06,G06T,G06T15/50,inventional
6532013,2,G,G06,G06T,G06T15/60,inventional
6900810,0,G,G06,G06T,G06T15/005,inventional
6853377,0,G,G06,G06T,G06T15/55,inventional
6853382,0,G,G06,G06F,G06F13/161,inventional
6853382,1,G,G06,G06T,G06T1/60,inventional
6853382,2,G,G09,G09G,G09G5/001,inventional
6853382,3,G,G09,G09G,G09G5/39,inventional
6853382,4,G,G09,G09G,G09G2360/12,additional
6853382,5,G,G09,G09G,G09G2360/123,additional
6628290,0,G,G06,G06T,G06T15/005,inventional
6765575,0,G,G06,G06T,G06T11/40,inventional
6765584,0,G,G06,G06T,G06T15/04,inventional
6806886,0,G,G06,G06T,G06T15/50,inventional
6806886,1,G,G06,G06T,G06T15/60,inventional
6806886,2,G,G06,G06T,G06T15/80,inventional
6629188,0,G,G06,G06T,G06T15/005,inventional
6629188,1,G,G06,G06T,G06T1/60,inventional
6629188,2,G,G06,G06F,G06F12/0862,additional
6629188,3,G,G06,G06F,G06F12/0875,additional
6765901,0,H,H04,H04L,H04L12/2859,inventional
6765901,1,H,H04,H04L,H04L12/2856,inventional
6765901,2,H,H04,H04L,H04L49/90,inventional
6765901,3,H,H04,H04L,H04L69/12,inventional
6765901,4,H,H04,H04L,H04L69/161,inventional
6765901,5,H,H04,H04L,H04L69/163,inventional
6765901,6,H,H04,H04L,H04L69/165,inventional
6765901,7,H,H04,H04L,H04L69/168,inventional
6765901,8,H,H04,H04L,H04L69/22,inventional
6765901,9,H,H04,H04L,H04L69/40,inventional
6765901,10,H,H04,H04M,H04M11/06,inventional
6765901,11,H,H04,H04L,H04L69/16,additional
6535209,0,G,G06,G06T,G06T15/005,inventional
6950107,0,G,G06,G06T,G06T1/60,inventional
6856320,0,G,G06,G06T,G06T15/005,inventional
6677953,0,G,G06,G06T,G06T1/20,inventional
6489965,0,G,G09,G09G,G09G5/02,inventional
6489965,1,G,G09,G09G,G09G2320/02,additional
6720975,0,G,G06,G06T,G06T11/40,inventional
6768487,0,G,G06,G06T,G06T15/405,inventional
6768493,0,G,G06,G06T,G06T1/60,inventional
6809732,0,G,G06,G06T,G06T15/80,inventional
6952206,0,G,G06,G06T,G06T15/40,inventional
6952206,1,G,G06,G06T,G06T2210/36,additional
6952217,0,G,G09,G09G,G09G5/363,inventional
6952217,1,G,G06,G06T,G06T1/20,inventional
6906716,0,G,G06,G06T,G06T17/205,inventional
6906716,1,G,G06,G06T,G06T15/005,inventional
6906716,2,G,G06,G06T,G06T17/20,inventional
6954204,0,G,G06,G06T,G06T1/20,inventional
6954204,1,G,G06,G06T,G06T15/005,inventional
6724394,0,G,G06,G06T,G06T15/50,inventional
6724394,1,G,G06,G06T,G06T15/005,inventional
6724394,2,G,G06,G06T,G06T15/60,inventional
6724394,3,G,G06,G06T,G06T15/80,inventional
6724395,0,G,G06,G06T,G06T15/04,inventional
6724395,1,G,G06,G06T,G06T7/62,inventional
6812927,0,G,G06,G06T,G06T1/20,inventional
6725457,0,G,G06,G06F,G06F9/52,inventional
6636212,0,G,G06,G06T,G06T15/405,inventional
6636215,0,G,G06,G06T,G06T15/405,inventional
6636227,0,G,G06,G06F,G06F12/0875,inventional
6636227,1,G,G06,G06T,G06T15/04,inventional
6956579,0,G,G09,G09G,G09G5/363,inventional
6956579,1,G,G06,G06F,G06F12/0284,inventional
6956579,2,G,G09,G09G,G09G2360/12,additional
6542971,0,G,G06,G06F,G06F13/4036,inventional
6957298,0,G,G06,G06F,G06F13/1642,inventional
6496404,0,G,G11,G11C,G11C5/06,inventional
6496404,1,H,H05,H05K,H05K1/181,inventional
6496404,2,H,H05,H05K,H05K2201/09236,additional
6496404,3,H,H05,H05K,H05K2201/10545,additional
6496404,4,Y,Y02,Y02P,Y02P70/50,additional
6774895,0,G,G06,G06T,G06T15/30,inventional
7002577,0,G,G06,G06T,G06T15/506,inventional
7002577,1,G,G06,G06T,G06T15/005,inventional
7002577,2,G,G06,G06T,G06T15/04,inventional
7002577,3,G,G06,G06T,G06T15/50,inventional
7002577,4,G,G06,G06T,G06T15/503,inventional
7002588,0,G,G06,G06T,G06T15/005,inventional
7002588,1,G,G06,G06T,G06T11/40,inventional
7002588,2,G,G06,G06T,G06T15/04,inventional
7002588,3,G,G06,G06T,G06T15/50,inventional
7002588,4,G,G06,G06T,G06T15/503,inventional
7002588,5,G,G06,G06T,G06T15/506,inventional
6593923,0,G,G06,G06T,G06T15/50,inventional
6593923,1,G,G06,G06T,G06T15/60,inventional
6593923,2,G,G06,G06T,G06T15/80,inventional
6911983,0,G,G09,G09G,G09G5/393,inventional
6911983,1,G,G06,G06F,G06F3/1415,inventional
6911983,2,G,G09,G09G,G09G5/395,inventional
6911983,3,G,G09,G09G,G09G5/397,inventional
6911983,4,G,G09,G09G,G09G5/399,inventional
6911983,5,G,G09,G09G,G09G2310/04,additional
6911983,6,G,G09,G09G,G09G2320/103,additional
6911983,7,G,G09,G09G,G09G2350/00,additional
6911983,8,G,G09,G09G,G09G2360/122,additional
6911983,9,G,G09,G09G,G09G2360/127,additional
6911983,10,G,G09,G09G,G09G2360/18,additional
6911984,0,G,G09,G09G,G09G5/393,inventional
7002797,0,H,H05,H05K,H05K7/20154,inventional
6864893,0,G,G06,G06T,G06T15/005,inventional
6864893,1,G,G06,G06T,G06T15/30,inventional
6864893,2,G,G06,G06T,G06T15/40,inventional
6959110,0,H,H04,H04N,H04N19/428,inventional
6959110,1,H,H04,H04N,H04N19/12,inventional
6959110,2,H,H04,H04N,H04N19/136,inventional
6959110,3,H,H04,H04N,H04N19/186,inventional
6959110,4,H,H04,H04N,H04N19/426,inventional
6961057,0,G,G06,G06T,G06T15/405,inventional
6731298,0,G,G06,G06T,G06T15/04,inventional
6731298,1,G,G06,G06T,G06T11/001,inventional
7050055,0,G,G06,G06T,G06T15/506,inventional
7050055,1,G,G06,G06T,G06T15/005,inventional
7050055,2,G,G06,G06T,G06T15/04,inventional
7050055,3,G,G06,G06T,G06T15/50,inventional
7050055,4,G,G06,G06T,G06T15/503,inventional
7050065,0,G,G09,G09G,G09G5/02,inventional
7050065,1,H,H04,H04N,H04N1/646,inventional
7050068,0,G,G06,G06T,G06T11/001,inventional
7050068,1,G,G06,G06T,G06T11/40,inventional
6867780,0,G,G06,G06T,G06T1/60,inventional
6867780,1,G,G06,G06T,G06T15/005,inventional
6867780,2,G,G09,G09G,G09G5/363,additional
6867780,3,G,G09,G09G,G09G2360/12,additional
7005871,0,G,G01,G01R,G01R31/2856,inventional
7005871,1,G,G01,G01R,G01R31/287,inventional
6597356,0,G,G06,G06T,G06T17/205,inventional
6597356,1,G,G06,G06T,G06T15/005,inventional
6597356,2,G,G06,G06T,G06T17/20,inventional
7006101,0,G,G06,G06F,G06F9/321,inventional
7006101,1,G,G06,G06F,G06F9/30058,inventional
7006101,2,G,G06,G06F,G06F9/30072,inventional
7006101,3,G,G06,G06F,G06F9/30094,inventional
6778176,0,G,G06,G06T,G06T15/005,inventional
6778181,0,G,G06,G06T,G06T15/503,inventional
6778181,1,G,G06,G06T,G06T15/005,inventional
6778181,2,G,G06,G06T,G06T15/04,inventional
6778189,0,G,G06,G06T,G06T15/60,inventional
6778390,0,H,H01,H01L,H01L23/467,inventional
6778390,1,H,H01,H01L,H01L2924/0002,additional
6820173,0,G,G06,G06F,G06F12/0862,inventional
6820173,1,G,G06,G06F,G06F2212/1016,additional
6820173,2,G,G06,G06F,G06F2212/6024,additional
6690372,0,G,G06,G06T,G06T15/60,inventional
6690372,1,G,G06,G06T,G06T15/50,inventional
6690372,2,G,G06,G06T,G06T15/80,inventional
7051152,0,H,H03,H03M,H03M7/30,inventional
7051152,1,G,G11,G11B,G11B20/10,inventional
7051152,2,G,G11,G11B,G11B27/322,inventional
7051152,3,G,G11,G11B,G11B2220/2516,additional
6963340,0,G,G09,G09G,G09G3/2092,inventional
6963340,1,G,G09,G09G,G09G5/363,additional
6963340,2,G,G09,G09G,G09G2330/021,additional
6963340,3,G,G09,G09G,G09G2330/026,additional
6963344,0,G,G06,G06F,G06F9/4411,inventional
6963348,0,H,H04,H04N,H04N9/31,inventional
6963348,1,H,H04,H04N,H04N9/3185,inventional
6691180,0,G,G06,G06F,G06F13/28,inventional
6779069,0,G,G06,G06F,G06F13/387,inventional
6779170,0,G,G06,G06F,G06F30/331,inventional
6870540,0,G,G06,G06T,G06T15/04,inventional
6870540,1,G,G06,G06T,G06T15/005,inventional
6870540,2,G,G06,G06T,G06T15/50,inventional
6870540,3,G,G06,G06T,G06T15/503,inventional
6870542,0,G,G09,G09G,G09G5/395,inventional
6870542,1,G,G06,G06T,G06T5/20,inventional
6870542,2,G,G09,G09G,G09G5/391,inventional
6870542,3,G,G09,G09G,G09G2340/02,additional
6734861,0,G,G06,G06T,G06T15/005,inventional
6734874,0,G,G06,G06T,G06T11/40,inventional
6734874,1,G,G06,G06T,G06T15/005,inventional
6734874,2,G,G06,G06T,G06T15/04,inventional
6734874,3,G,G06,G06T,G06T15/50,inventional
6734874,4,G,G06,G06T,G06T15/503,inventional
6734874,5,G,G06,G06T,G06T15/506,inventional
7100013,0,G,G06,G06F,G06F12/06,inventional
7100013,1,G,G06,G06F,G06F1/3225,inventional
7100013,2,G,G06,G06F,G06F1/3275,inventional
7100013,3,G,G06,G06F,G06F12/0292,inventional
7100013,4,G,G06,G06F,G06F12/0607,inventional
7100013,5,G,G06,G06F,G06F2212/1028,additional
7100013,6,Y,Y02,Y02D,Y02D10/00,additional
7009605,0,G,G06,G06T,G06T15/005,inventional
7009605,1,G,G06,G06F,G06F8/30,inventional
7009605,2,G,G06,G06T,G06T15/80,inventional
7009607,0,G,G06,G06T,G06T11/40,inventional
7009607,1,G,G06,G06T,G06T15/005,inventional
7009607,2,G,G06,G06T,G06T15/04,inventional
7009607,3,G,G06,G06T,G06T15/50,inventional
7009607,4,G,G06,G06T,G06T15/503,inventional
7009607,5,G,G06,G06T,G06T15/506,inventional
7009608,0,G,G06,G06T,G06T15/80,inventional
7009615,0,G,G06,G06T,G06T1/60,inventional
7009615,1,G,G06,G06F,G06F9/30036,inventional
7009615,2,G,G06,G06F,G06F9/30025,additional
7009615,3,G,G06,G06F,G06F9/30032,additional
7053893,0,G,G06,G06T,G06T15/50,inventional
7053893,1,G,G06,G06T,G06T15/005,inventional
7053901,0,G,G06,G06T,G06T1/20,inventional
7053901,1,G,G06,G06T,G06T15/005,inventional
7053903,0,G,G06,G06T,G06T15/005,inventional
7053903,1,G,G06,G06T,G06T2200/16,additional
7053903,2,G,G06,G06T,G06T2210/08,additional
7053904,0,G,G06,G06T,G06T1/20,inventional
7010724,0,G,G06,G06F,G06F11/076,inventional
6646639,0,G,G06,G06T,G06T15/405,inventional
6646639,1,G,G06,G06T,G06T15/005,inventional
7151543,0,G,G06,G06T,G06T15/00,inventional
7151543,1,G,G06,G06T,G06T2210/32,additional
6919895,0,G,G06,G06T,G06T15/04,inventional
6919904,0,G,G06,G06T,G06T15/50,inventional
6919904,1,G,G06,G06T,G06T15/04,inventional
7151667,0,G,G06,G06F,G06F1/206,inventional
7151667,1,G,G06,G06F,G06F1/20,inventional
7151667,2,G,G06,G06F,G06F2200/201,additional
6647456,0,G,G06,G06F,G06F13/1642,inventional
7054987,0,G,G06,G06F,G06F13/16,inventional
6738062,0,G,G06,G06T,G06T17/20,inventional
6920484,0,G,G06,G06F,G06F3/0664,inventional
6920484,1,G,G06,G06F,G06F3/061,inventional
6920484,2,G,G06,G06F,G06F3/067,inventional
6920484,3,G,G06,G06F,G06F3/064,additional
6967663,0,G,G06,G06T,G06T11/40,inventional
6874160,0,H,H04,H04N,H04N21/4147,inventional
6874160,1,H,H04,H04N,H04N5/445,inventional
6874160,2,H,H04,H04N,H04N5/76,inventional
6874160,3,H,H04,H04N,H04N5/782,inventional
6874160,4,H,H04,H04N,H04N7/16,inventional
6874160,5,H,H04,H04N,H04N21/42204,inventional
6874160,6,H,H04,H04N,H04N21/4345,inventional
6874160,7,H,H04,H04N,H04N21/4394,inventional
6874160,8,H,H04,H04N,H04N21/44008,inventional
6874160,9,H,H04,H04N,H04N21/47214,inventional
6874160,10,H,H04,H04N,H04N21/4884,inventional
6874160,11,H,H04,H04N,H04N21/812,inventional
6874160,12,H,H04,H04N,H04N21/84,inventional
6874160,13,H,H04,H04N,H04N21/8549,inventional
7102646,0,G,G06,G06T,G06T15/005,inventional
7102646,1,G,G06,G06T,G06T1/60,inventional
7102646,2,G,G06,G06F,G06F12/0215,additional
6968424,0,G,G06,G06F,G06F12/1027,inventional
6968424,1,G,G06,G06F,G06F12/08,inventional
6968424,2,G,G06,G06F,G06F12/0866,inventional
6968424,3,G,G06,G06F,G06F2212/311,additional
6968424,4,G,G06,G06F,G06F2212/401,additional
6968424,5,Y,Y02,Y02D,Y02D10/00,additional
6825840,0,G,G06,G06T,G06T15/80,inventional
6825843,0,G,G06,G06T,G06T15/005,inventional
6825843,1,G,G06,G06F,G06F9/3017,inventional
6825843,2,G,G06,G06F,G06F9/325,inventional
6825843,3,G,G06,G06F,G06F9/3853,inventional
6825847,0,G,G09,G09G,G09G5/393,inventional
6825847,1,G,G09,G09G,G09G5/02,inventional
6825847,2,G,G09,G09G,G09G5/395,inventional
6825847,3,H,H04,H04N,H04N19/176,inventional
6825847,4,H,H04,H04N,H04N19/59,inventional
6825847,5,H,H04,H04N,H04N19/593,inventional
6825847,6,G,G09,G09G,G09G2340/02,additional
6825847,7,G,G09,G09G,G09G2350/00,additional
6825847,8,G,G09,G09G,G09G2360/122,additional
7103720,0,G,G06,G06F,G06F12/0811,inventional
7103720,1,G,G06,G06F,G06F12/0815,inventional
7103720,2,G,G06,G06T,G06T15/10,inventional
7103720,3,G,G06,G06F,G06F12/0875,additional
6697063,0,G,G06,G06T,G06T15/005,inventional
6697064,0,G,G06,G06T,G06T15/50,inventional
6697064,1,G,G06,G06T,G06T15/04,inventional
7154507,0,G,G06,G06T,G06T15/04,inventional
7154507,1,G,G06,G06T,G06T15/005,inventional
6876362,0,G,G06,G06T,G06T15/04,inventional
6876362,1,G,G06,G06T,G06T15/60,inventional
6876362,2,G,G06,G06T,G06T2215/12,additional
7154749,0,H,H05,H05K,H05K7/20809,inventional
7154749,1,G,G06,G06F,G06F1/20,inventional
7154749,2,G,G06,G06F,G06F2200/201,additional
7058769,0,H,H03,H03M,H03M7/30,inventional
7058769,1,G,G11,G11B,G11B20/10,inventional
7058769,2,G,G11,G11B,G11B27/322,inventional
7058769,3,G,G11,G11B,G11B2220/2516,additional
6971907,0,H,H01,H01R,H01R13/6641,inventional
6971907,1,H,H01,H01R,H01R13/6691,inventional
6971907,2,H,H01,H01R,H01R13/7175,inventional
7106336,0,G,G06,G06T,G06T15/10,inventional
7106336,1,G,G06,G06T,G06T11/40,inventional
7106336,2,G,G06,G06T,G06T15/005,inventional
7015913,0,G,G06,G06F,G06F9/5027,inventional
7015913,1,G,G06,G06F,G06F9/3851,inventional
7015913,2,G,G06,G06F,G06F9/485,inventional
7015913,3,G,G06,G06F,G06F2209/5018,additional
7015914,0,G,G06,G06T,G06T1/20,inventional
7015915,0,G,G06,G06T,G06T1/20,inventional
7015915,1,G,G06,G06F,G06F15/8007,inventional
7015970,0,H,H04,H04N,H04N7/012,inventional
7015970,1,H,H04,H04N,H04N7/0132,inventional
6828980,0,G,G06,G06T,G06T15/04,inventional
6828980,1,G,G06,G06T,G06T11/001,inventional
6924811,0,G,G06,G06T,G06T15/04,inventional
6924811,1,G,G06,G06T,G06T1/60,inventional
6829689,0,G,G06,G06F,G06F13/1605,inventional
6972769,0,G,G06,G06T,G06T15/005,inventional
6879207,0,G,G11,G11C,G11C29/848,inventional
6744433,0,G,G06,G06T,G06T15/40,inventional
6788312,0,G,G09,G09G,G09G5/00,inventional
6788312,1,G,G06,G06F,G06F3/14,additional
6788312,2,G,G09,G09G,G09G2310/0229,additional
6788312,3,G,G09,G09G,G09G2320/103,additional
7159104,0,H,H01,H01R,H01R13/7039,inventional
7159112,0,G,G06,G06F,G06F21/84,inventional
6927781,0,G,G06,G06T,G06T15/503,inventional
6927781,1,G,G06,G06T,G06T2200/12,additional
7250946,0,G,G06,G06T,G06T17/30,inventional
7250953,0,G,G06,G06T,G06T15/005,inventional
6975319,0,G,G06,G06T,G06T15/04,inventional
6975319,1,G,G06,G06T,G06T2210/36,additional
6975321,0,G,G06,G06T,G06T15/005,inventional
6975329,0,G,G06,G06T,G06T15/04,inventional
6975329,1,G,G06,G06T,G06T15/405,inventional
7109996,0,G,G06,G06T,G06T11/203,inventional
7109996,1,G,G09,G09G,G09G5/393,inventional
7109996,2,G,G09,G09G,G09G5/024,additional
7109999,0,G,G06,G06T,G06T15/04,inventional
