patent_id,cpc_sequence,cpc_section,cpc_class,cpc_subclass,cpc_group,cpc_type
8365015,0,G,G06,G06F,G06F11/1008,inventional
8365015,1,G,G06,G06F,G06F9/3863,inventional
8411088,0,G,G06,G06T,G06T15/06,inventional
8411088,1,G,G06,G06T,G06T15/40,inventional
8411093,0,G,G06,G06F,G06F1/3203,inventional
8411093,1,G,G06,G06F,G06F1/18,inventional
8411093,2,G,G06,G06F,G06F1/206,inventional
8411093,3,G,G06,G06F,G06F1/3281,inventional
8411093,4,A,A63,A63F,A63F2300/203,additional
8411093,5,G,G06,G06F,G06F3/14,additional
8411093,6,G,G09,G09G,G09G5/363,additional
8411093,7,Y,Y02,Y02D,Y02D10/00,additional
8411096,0,G,G06,G06T,G06T15/005,inventional
8411096,1,G,G06,G06F,G06F9/3881,inventional
8411103,0,G,G06,G06T,G06T1/20,inventional
8411103,1,G,G06,G06F,G06F9/3004,inventional
8411103,2,G,G06,G06F,G06F9/30087,inventional
8411105,0,G,G06,G06T,G06T15/005,inventional
8411105,1,G,G06,G06F,G06F1/32,inventional
8411105,2,G,G06,G06T,G06T11/40,inventional
8411105,3,G,G06,G06T,G06T2210/08,additional
8365403,0,H,H05,H05K,H05K3/4092,inventional
8365403,1,H,H05,H05K,H05K1/117,inventional
8365403,2,H,H05,H05K,H05K2201/0949,additional
8365403,3,H,H05,H05K,H05K2201/09754,additional
8365403,4,H,H05,H05K,H05K2201/09781,additional
8365403,5,H,H05,H05K,H05K2201/1034,additional
8365403,6,Y,Y10,Y10T,Y10T29/49117,additional
8365403,7,Y,Y10,Y10T,Y10T29/49155,additional
8365403,8,Y,Y10,Y10T,Y10T29/49162,additional
8365403,9,Y,Y10,Y10T,Y10T29/49169,additional
8266382,0,G,G06,G06F,G06F13/28,inventional
8266383,0,G,G06,G06F,G06F12/0859,inventional
8266383,1,G,G06,G06F,G06F12/084,inventional
8266448,0,H,H04,H04L,H04L9/3263,inventional
8266448,1,H,H04,H04L,H04L9/321,inventional
8266448,2,H,H04,H04L,H04L9/3247,inventional
8266448,3,H,H04,H04L,H04L2209/60,additional
8180943,0,G,G06,G06F,G06F9/4812,inventional
8180998,0,G,G06,G06F,G06F9/52,inventional
8180998,1,G,G06,G06F,G06F9/3802,inventional
8180998,2,G,G06,G06F,G06F9/3851,inventional
8180998,3,G,G06,G06F,G06F9/3887,inventional
8180998,4,G,G06,G06F,G06F9/3888,inventional
8180998,5,G,G06,G06F,G06F15/17362,inventional
8266623,0,G,G06,G06F,G06F9/5027,inventional
8266623,1,G,G06,G06F,G06F2209/5017,additional
8411751,0,H,H04,H04N,H04N5/145,inventional
8411751,1,H,H04,H04N,H04N7/0127,additional
8224635,0,G,G16,G16B,G16B15/20,inventional
8224635,1,G,G16,G16B,G16B15/00,inventional
8412212,0,H,H04,H04W,H04W76/11,inventional
8412212,1,H,H04,H04W,H04W8/02,additional
8412212,2,H,H04,H04W,H04W72/12,additional
8412213,0,H,H04,H04W,H04W76/11,inventional
8412213,1,H,H04,H04W,H04W8/02,additional
8412213,2,H,H04,H04W,H04W72/12,additional
8412214,0,H,H04,H04W,H04W76/11,inventional
8412214,1,H,H04,H04W,H04W8/02,additional
8412214,2,H,H04,H04W,H04W72/12,additional
8412215,0,H,H04,H04W,H04W76/11,inventional
8412215,1,H,H04,H04W,H04W8/02,additional
8412215,2,H,H04,H04W,H04W72/12,additional
8412216,0,H,H04,H04W,H04W76/11,inventional
8412216,1,H,H04,H04W,H04W8/02,additional
8412216,2,H,H04,H04W,H04W72/12,additional
8412217,0,H,H04,H04W,H04W76/11,inventional
8412217,1,H,H04,H04W,H04W8/02,additional
8412217,2,H,H04,H04W,H04W72/12,additional
8412218,0,H,H04,H04W,H04W76/11,inventional
8412218,1,H,H04,H04W,H04W8/02,additional
8412218,2,H,H04,H04W,H04W72/12,additional
8225076,0,G,G06,G06F,G06F9/3851,inventional
8225076,1,G,G06,G06F,G06F9/3838,inventional
8225076,2,G,G06,G06F,G06F9/3879,inventional
8225076,3,G,G06,G06F,G06F9/3885,inventional
8225076,4,G,G06,G06F,G06F9/3888,inventional
8502709,0,H,H03,H03M,H03M7/40,inventional
8502709,1,H,H04,H04N,H04N19/13,inventional
8502709,2,H,H04,H04N,H04N19/42,inventional
8502709,3,H,H04,H04N,H04N19/44,inventional
8502709,4,H,H04,H04N,H04N19/91,inventional
8502818,0,G,G06,G06F,G06F30/23,inventional
8502818,1,G,G06,G06T,G06T17/20,inventional
8502818,2,G,G06,G06F,G06F2111/10,additional
8502819,0,G,G06,G06T,G06T15/06,inventional
8502819,1,G,G06,G06T,G06T17/005,inventional
8502819,2,G,G06,G06T,G06T2210/61,additional
8502827,0,G,G06,G06Q,G06Q30/0241,inventional
8502827,1,G,G06,G06F,G06F9/4401,inventional
8502828,0,G,G06,G06T,G06T1/20,inventional
8502844,0,G,G09,G09G,G09G5/003,inventional
8502844,1,G,G09,G09G,G09G5/363,inventional
8502844,2,G,G09,G09G,G09G2310/0232,additional
8502844,3,G,G09,G09G,G09G2320/08,additional
8502844,4,G,G09,G09G,G09G2330/026,additional
8502844,5,G,G09,G09G,G09G2340/0407,additional
8502844,6,G,G09,G09G,G09G2340/0464,additional
8502844,7,G,G09,G09G,G09G2354/00,additional
8412872,0,G,G06,G06F,G06F13/4295,inventional
8412872,1,G,G09,G09G,G09G5/006,inventional
8412872,2,G,G09,G09G,G09G5/363,inventional
8412872,3,G,G09,G09G,G09G5/39,additional
8412872,4,G,G09,G09G,G09G2370/10,additional
7995003,0,G,G06,G06F,G06F3/1438,inventional
7995003,1,G,G06,G06F,G06F3/1446,inventional
7995003,2,G,G09,G09G,G09G2300/026,additional
8456481,0,G,G06,G06T,G06T15/04,inventional
8456481,1,G,G06,G06T,G06T1/60,inventional
8456547,0,H,H04,H04N,H04N5/772,inventional
8456547,1,H,H04,H04N,H04N21/41265,inventional
8456547,2,H,H04,H04N,H04N21/41407,inventional
8456547,3,H,H04,H04N,H04N21/4223,inventional
8456547,4,H,H04,H04N,H04N25/68,inventional
8456547,5,H,H04,H04N,H04N5/765,additional
8456547,6,H,H04,H04N,H04N5/907,additional
8456548,0,H,H04,H04N,H04N5/772,inventional
8456548,1,H,H04,H04N,H04N21/41265,inventional
8456548,2,H,H04,H04N,H04N21/41407,inventional
8456548,3,H,H04,H04N,H04N21/4223,inventional
8456548,4,H,H04,H04N,H04N25/68,inventional
8456548,5,H,H04,H04N,H04N5/765,additional
8456548,6,H,H04,H04N,H04N5/907,additional
8456549,0,H,H04,H04N,H04N5/772,inventional
8456549,1,H,H04,H04N,H04N21/41265,inventional
8456549,2,H,H04,H04N,H04N21/41407,inventional
8456549,3,H,H04,H04N,H04N21/4223,inventional
8456549,4,H,H04,H04N,H04N25/68,inventional
8456549,5,H,H04,H04N,H04N5/765,additional
8456549,6,H,H04,H04N,H04N5/907,additional
7995056,0,G,G06,G06T,G06T15/40,inventional
8413151,0,G,G06,G06F,G06F9/4843,inventional
7995150,0,H,H04,H04N,H04N7/0112,inventional
7995150,1,H,H04,H04N,H04N7/012,additional
7995465,0,H,H04,H04L,H04L1/22,inventional
7995465,1,H,H04,H04L,H04L47/125,inventional
8134543,0,G,G09,G09G,G09G5/008,inventional
8134543,1,G,G09,G09G,G09G5/12,inventional
8134543,2,G,G09,G09G,G09G5/18,inventional
8134543,3,G,G09,G09G,G09G2340/0435,additional
8134566,0,G,G06,G06T,G06T15/04,inventional
8134566,1,G,G06,G06T,G06T2200/28,additional
8134567,0,G,G09,G09G,G09G5/397,inventional
8134567,1,G,G09,G09G,G09G5/363,inventional
8134567,2,G,G09,G09G,G09G2340/125,additional
8134568,0,G,G06,G06F,G06F12/0862,inventional
8134568,1,G,G06,G06F,G06F3/14,inventional
8134568,2,G,G06,G06F,G06F12/1081,inventional
8134568,3,G,G09,G09G,G09G5/39,inventional
8134568,4,G,G06,G06F,G06F2212/6024,additional
8134568,5,G,G09,G09G,G09G5/363,additional
8134568,6,G,G09,G09G,G09G5/397,additional
8134568,7,G,G09,G09G,G09G2360/06,additional
8134570,0,G,G06,G06T,G06T15/005,inventional
8319780,0,G,G06,G06F,G06F9/52,inventional
8319783,0,G,G09,G09G,G09G5/363,inventional
8319783,1,G,G09,G09G,G09G5/393,inventional
8319783,2,G,G09,G09G,G09G2360/121,additional
8319783,3,G,G09,G09G,G09G2360/122,additional
8134928,0,H,H04,H04L,H04L1/24,inventional
8134928,1,H,H04,H04L,H04L41/0677,inventional
8134928,2,G,G06,G06F,G06F2213/0038,additional
8134928,3,H,H04,H04L,H04L43/0817,additional
8134928,4,H,H04,H04L,H04L43/10,additional
8134928,5,H,H04,H04L,H04L45/28,additional
8134928,6,H,H04,H04L,H04L69/14,additional
8040349,0,G,G06,G06T,G06T15/005,inventional
8040349,1,G,G06,G06T,G06T11/40,inventional
8040349,2,G,G06,G06T,G06T15/503,inventional
8040351,0,G,G06,G06T,G06T15/80,inventional
8040351,1,G,G06,G06T,G06T1/20,inventional
8040351,2,G,G06,G06T,G06T7/13,inventional
8040351,3,G,G06,G06T,G06T15/005,inventional
8040351,4,G,G06,G06T,G06T17/00,inventional
8040351,5,G,G06,G06T,G06T17/005,inventional
8040351,6,G,G06,G06T,G06T2200/28,additional
8040351,7,G,G06,G06T,G06T2210/21,additional
8040357,0,G,G06,G06T,G06T11/40,inventional
8504619,0,H,H04,H04L,H04L51/48,inventional
8504619,1,G,G06,G06Q,G06Q10/10,inventional
8504619,2,H,H04,H04L,H04L51/222,inventional
8320250,0,H,H04,H04W,H04W80/06,inventional
8320250,1,H,H04,H04L,H04L69/16,inventional
8320250,2,H,H04,H04L,H04L63/18,additional
8457838,0,G,G01,G01C,G01C21/3664,inventional
8457838,1,B,B60,B60K,B60K35/10,inventional
8457838,2,B,B60,B60K,B60K35/29,inventional
8457838,3,B,B60,B60K,B60K35/22,additional
8457838,4,B,B60,B60K,B60K35/654,additional
8457838,5,B,B60,B60K,B60K35/656,additional
8457838,6,B,B60,B60K,B60K2360/195,additional
8457838,7,B,B60,B60W,B60W50/0098,additional
8457838,8,B,B60,B60W,B60W2040/0881,additional
8457838,9,B,B60,B60W,B60W2050/146,additional
8457838,10,B,B60,B60W,B60W2520/10,additional
8504773,0,G,G06,G06F,G06F15/167,inventional
8504794,0,G,G06,G06F,G06F12/1027,inventional
8504794,1,G,G06,G06F,G06F3/0619,inventional
8504794,2,G,G06,G06F,G06F3/0655,inventional
8504794,3,G,G06,G06F,G06F3/0673,inventional
8504794,4,G,G06,G06F,G06F11/073,inventional
8504794,5,G,G06,G06F,G06F11/0793,inventional
8504794,6,G,G06,G06F,G06F2212/681,additional
7996568,0,H,H04,H04L,H04L12/2859,inventional
7996568,1,H,H04,H04L,H04L12/2856,inventional
7996568,2,H,H04,H04L,H04L49/90,inventional
7996568,3,H,H04,H04L,H04L69/12,inventional
7996568,4,H,H04,H04L,H04L69/161,inventional
7996568,5,H,H04,H04L,H04L69/163,inventional
7996568,6,H,H04,H04L,H04L69/165,inventional
7996568,7,H,H04,H04L,H04L69/168,inventional
7996568,8,H,H04,H04L,H04L69/22,inventional
7996568,9,H,H04,H04L,H04L69/40,inventional
7996568,10,H,H04,H04M,H04M11/06,inventional
7996568,11,H,H04,H04L,H04L69/16,additional
7996592,0,G,G06,G06F,G06F9/5016,inventional
7996622,0,G,G06,G06F,G06F12/124,inventional
7996622,1,G,G06,G06F,G06F12/122,inventional
8320741,0,H,H04,H04N,H04N5/76,inventional
8320741,1,H,H04,H04N,H04N17/06,inventional
8320741,2,H,H04,H04N,H04N5/765,additional
8320749,0,H,H04,H04N,H04N5/783,inventional
8320749,1,H,H04,H04N,H04N5/85,additional
8320749,2,H,H04,H04N,H04N9/8042,additional
8458370,0,G,G06,G06F,G06F3/1454,inventional
8458370,1,G,G09,G09G,G09G5/006,inventional
8458370,2,G,G09,G09G,G09G2370/12,additional
8458440,0,G,G06,G06F,G06F12/1045,inventional
8135842,0,H,H04,H04L,H04L12/2856,inventional
8135842,1,H,H04,H04L,H04L69/161,inventional
8135842,2,H,H04,H04L,H04L69/162,inventional
8135842,3,H,H04,H04L,H04L69/32,inventional
8135842,4,H,H04,H04M,H04M11/06,inventional
8135842,5,H,H04,H04L,H04L67/02,additional
8135842,6,H,H04,H04L,H04L69/16,additional
8135842,7,H,H04,H04L,H04L69/329,additional
8135885,0,G,G06,G06F,G06F5/00,inventional
8135885,1,G,G06,G06F,G06F5/01,inventional
8135926,0,G,G06,G06F,G06F12/084,inventional
8135926,1,G,G06,G06F,G06F9/3851,inventional
8135926,2,G,G06,G06F,G06F9/3881,inventional
8135926,3,G,G06,G06F,G06F9/3888,inventional
8135926,4,G,G06,G06F,G06F12/0806,inventional
8135964,0,G,G06,G06F,G06F21/10,inventional
8041550,0,G,G06,G06F,G06F30/20,inventional
8041550,1,G,G06,G06F,G06F2111/10,additional
8321492,0,G,G06,G06F,G06F17/16,inventional
8041841,0,H,H04,H04L,H04L12/4625,inventional
8368416,0,G,G01,G01R,G01R31/01,inventional
8368416,1,G,G01,G01R,G01R31/2894,inventional
8321618,0,G,G06,G06F,G06F13/1605,inventional
8321618,1,G,G06,G06F,G06F12/0859,additional
8321761,0,G,G09,G09G,G09G5/363,inventional
8321761,1,G,G06,G06F,G06F11/10,inventional
8321761,2,G,G09,G09G,G09G2330/12,additional
8321761,3,G,G09,G09G,G09G2360/121,additional
8321761,4,G,G09,G09G,G09G2360/125,additional
8321761,5,G,G11,G11C,G11C2029/0411,additional
8321849,0,G,G06,G06F,G06F8/456,inventional
8321849,1,G,G06,G06F,G06F8/445,additional
8321849,2,G,G06,G06F,G06F9/45533,additional
8321872,0,G,G06,G06F,G06F9/526,inventional
8269768,0,G,G06,G06T,G06T15/405,inventional
8269769,0,G,G06,G06T,G06T15/40,inventional
8228328,0,G,G06,G06T,G06T15/40,inventional
8228337,0,G,G06,G06T,G06T15/005,inventional
8228337,1,G,G06,G06T,G06T15/405,inventional
8228337,2,G,G06,G06T,G06T2200/28,additional
8228337,3,G,G06,G06T,G06T2210/56,additional
8228338,0,G,G06,G06F,G06F11/0793,inventional
8228338,1,G,G06,G06F,G06F11/0715,inventional
8228338,2,G,G06,G06F,G06F11/0751,inventional
8228877,0,H,H04,H04B,H04B1/7107,inventional
8228877,1,H,H04,H04B,H04B1/7105,inventional
8228877,2,H,H04,H04B,H04B2201/70702,additional
8229008,0,H,H04,H04L,H04L27/2647,inventional
8229008,1,H,H04,H04J,H04J11/0056,inventional
8229008,2,H,H04,H04L,H04L25/0204,inventional
8229008,3,H,H04,H04L,H04L27/0008,inventional
8229008,4,H,H04,H04L,H04L27/261,inventional
8185585,0,G,G06,G06Q,G06Q10/107,inventional
8185585,1,G,G06,G06F,G06F16/957,inventional
8185585,2,G,G06,G06F,G06F16/9577,inventional
8416242,0,G,G06,G06T,G06T15/00,inventional
8416242,1,G,G06,G06T,G06T11/40,inventional
8416242,2,G,G06,G06T,G06T2210/36,additional
8416251,0,G,G06,G06T,G06T1/60,inventional
8416251,1,G,G06,G06F,G06F3/14,inventional
8416251,2,G,G06,G06F,G06F9/3851,inventional
8416251,3,G,G06,G06F,G06F9/3887,inventional
8416251,4,G,G06,G06F,G06F9/3888,inventional
8416251,5,G,G06,G06F,G06F12/0877,inventional
8416251,6,G,G06,G06T,G06T1/20,inventional
8416251,7,G,G09,G09G,G09G5/37,inventional
8416251,8,H,H04,H04N,H04N19/42,inventional
8416251,9,H,H04,H04N,H04N19/423,inventional
8416251,10,H,H04,H04N,H04N19/436,inventional
8416251,11,H,H04,H04N,H04N19/44,inventional
8416251,12,H,H04,H04N,H04N19/61,inventional
8416251,13,H,H04,H04N,H04N19/82,inventional
8416251,14,H,H04,H04N,H04N19/85,inventional
8416251,15,H,H04,H04N,H04N19/86,inventional
8229218,0,G,G06,G06F,G06F17/18,inventional
8271252,0,G,G06,G06F,G06F30/33,inventional
8271252,1,G,G06,G06F,G06F11/261,inventional
8370552,0,G,G06,G06F,G06F13/366,inventional
8229346,0,H,H04,H04W,H04W72/30,inventional
8370663,0,G,G06,G06F,G06F1/3203,inventional
8370663,1,G,G06,G06F,G06F1/3228,inventional
8370663,2,G,G06,G06F,G06F1/324,inventional
8370663,3,Y,Y02,Y02D,Y02D10/00,additional
8370705,0,H,H03,H03M,H03M13/09,inventional
8370845,0,G,G06,G06F,G06F9/522,inventional
8093854,0,G,G06,G06F,G06F1/206,inventional
8093854,1,Y,Y02,Y02D,Y02D10/00,additional
8271734,0,G,G06,G06F,G06F12/084,inventional
8271734,1,G,G06,G06F,G06F2212/401,additional
8271746,0,G,G06,G06F,G06F13/1642,inventional
8271763,0,G,G06,G06F,G06F12/1054,inventional
8271763,1,G,G06,G06F,G06F12/0284,inventional
8271763,2,G,G06,G06F,G06F12/1036,inventional
8271763,3,G,G06,G06F,G06F13/404,inventional
8271763,4,G,G06,G06F,G06F2212/302,additional
8271763,5,G,G06,G06F,G06F2212/656,additional
8094151,0,G,G06,G06T,G06T15/503,inventional
8094152,0,G,G06,G06T,G06T15/503,inventional
8094157,0,G,G06,G06F,G06F7/24,inventional
8094157,1,Y,Y10,Y10S,Y10S707/99932,additional
8094157,2,Y,Y10,Y10S,Y10S707/99937,additional
8094158,0,G,G06,G06F,G06F9/3832,inventional
8094158,1,G,G06,G06F,G06F9/3851,inventional
8094158,2,G,G06,G06T,G06T1/20,inventional
8094158,3,G,G06,G06F,G06F12/0292,additional
8094164,0,G,G06,G06V,G06V40/169,inventional
8094164,1,H,H04,H04N,H04N19/186,inventional
8094164,2,H,H04,H04N,H04N19/21,inventional
8094164,3,H,H04,H04N,H04N19/44,inventional
8094239,0,H,H04,H04N,H04N7/0112,inventional
8094239,1,H,H04,H04N,H04N7/012,additional
7999801,0,G,G09,G09G,G09G5/00,inventional
7999801,1,G,G09,G09G,G09G2340/0492,additional
7999801,2,G,G09,G09G,G09G2340/14,additional
7999801,3,G,G09,G09G,G09G2370/047,additional
7999808,0,G,G06,G06T,G06T15/06,inventional
7999808,1,G,G06,G06T,G06T2210/52,additional
7999817,0,G,G06,G06T,G06T1/00,inventional
7999820,0,G,G06,G06F,G06F12/0223,inventional
7999820,1,G,G06,G06F,G06F12/10,inventional
7999820,2,G,G09,G09G,G09G5/39,inventional
7999820,3,G,G09,G09G,G09G2360/122,additional
7999821,0,G,G06,G06T,G06T15/04,inventional
7999821,1,G,G06,G06T,G06T2200/28,additional
7999821,2,G,G06,G06T,G06T2210/36,additional
8094670,0,H,H04,H04L,H04L45/00,inventional
8094670,1,H,H04,H04L,H04L49/3009,inventional
8139069,0,G,G06,G06T,G06T15/005,inventional
8139069,1,G,G06,G06F,G06F9/522,inventional
8139069,2,G,G06,G06T,G06T2210/52,additional
8139071,0,G,G06,G06T,G06T1/60,inventional
8139073,0,G,G06,G06F,G06F13/1626,inventional
8139073,1,H,H03,H03M,H03M7/30,inventional
8139073,2,H,H03,H03M,H03M7/3066,inventional
8417735,0,G,G06,G06F,G06F9/3851,inventional
8417735,1,G,G06,G06F,G06F9/3888,inventional
8461868,0,H,H04,H04L,H04L25/0272,inventional
8461884,0,H,H04,H04L,H04L7/00,inventional
8461884,1,H,H04,H04L,H04L7/0045,inventional
8417838,0,G,G06,G06F,G06F13/387,inventional
8417852,0,H,H04,H04L,H04L69/16,inventional
8417852,1,H,H04,H04L,H04L47/12,inventional
8417852,2,H,H04,H04L,H04L47/225,inventional
8417852,3,H,H04,H04L,H04L69/10,inventional
8417852,4,H,H04,H04L,H04L69/161,inventional
8417852,5,H,H04,H04L,H04L69/163,inventional
8417852,6,H,H04,H04L,H04L69/166,inventional
8417852,7,H,H04,H04L,H04L69/12,additional
8417852,8,H,H04,H04L,H04L69/22,additional
8044922,0,G,G09,G09G,G09G3/3406,inventional
8044922,1,G,G09,G09G,G09G3/3685,additional
8044922,2,G,G09,G09G,G09G2320/0276,additional
8044922,3,G,G09,G09G,G09G2320/0626,additional
8044922,4,G,G09,G09G,G09G2320/064,additional
8044922,5,G,G09,G09G,G09G2320/0646,additional
8044922,6,G,G09,G09G,G09G2320/0653,additional
8044922,7,G,G09,G09G,G09G2330/021,additional
8044922,8,G,G09,G09G,G09G2360/16,additional
8044923,0,G,G09,G09G,G09G3/3406,inventional
8044923,1,G,G09,G09G,G09G3/3685,additional
8044923,2,G,G09,G09G,G09G2320/0276,additional
8044923,3,G,G09,G09G,G09G2320/0626,additional
8044923,4,G,G09,G09G,G09G2320/064,additional
8044923,5,G,G09,G09G,G09G2320/0646,additional
8044923,6,G,G09,G09G,G09G2320/0653,additional
8044923,7,G,G09,G09G,G09G2330/021,additional
8044923,8,G,G09,G09G,G09G2360/16,additional
8044924,0,G,G09,G09G,G09G3/3406,inventional
8044924,1,G,G09,G09G,G09G3/3685,additional
8044924,2,G,G09,G09G,G09G2320/0276,additional
8044924,3,G,G09,G09G,G09G2320/0626,additional
8044924,4,G,G09,G09G,G09G2320/064,additional
8044924,5,G,G09,G09G,G09G2320/0646,additional
8044924,6,G,G09,G09G,G09G2320/0653,additional
8044924,7,G,G09,G09G,G09G2330/021,additional
8044924,8,G,G09,G09G,G09G2360/16,additional
8508520,0,G,G09,G09G,G09G3/3406,inventional
8508520,1,G,G09,G09G,G09G2330/021,additional
8508520,2,G,G09,G09G,G09G2360/14,additional
8044944,0,G,G09,G09G,G09G3/20,inventional
8044944,1,G,G09,G09G,G09G3/2003,additional
8044944,2,G,G09,G09G,G09G5/02,additional
8044944,3,G,G09,G09G,G09G2330/10,additional
8462156,0,G,G06,G06T,G06T15/60,inventional
8462165,0,G,G06,G06F,G06F13/14,inventional
8417980,0,G,G06,G06F,G06F1/26,inventional
8417980,1,H,H02,H02J,H02J1/106,additional
8417980,2,H,H02,H02M,H02M3/1584,additional
8044951,0,G,G06,G06F,G06F8/54,inventional
8044951,1,G,G06,G06T,G06T15/005,inventional
8044956,0,G,G06,G06T,G06T15/503,inventional
8044956,1,G,G06,G06T,G06T11/40,inventional
8044956,2,G,G06,G06T,G06T2200/12,additional
8044966,0,H,H04,H04N,H04N9/31,inventional
8044966,1,H,H04,H04N,H04N9/3185,inventional
8508540,0,H,H02,H02J,H02J50/12,inventional
8508540,1,G,G06,G06F,G06F1/3203,inventional
8508540,2,H,H02,H02J,H02J50/40,inventional
8508540,3,H,H02,H02J,H02J50/80,inventional
8508540,4,Y,Y02,Y02D,Y02D10/00,additional
8508544,0,G,G06,G06T,G06T9/00,inventional
8095715,0,G,G06,G06F,G06F13/102,inventional
8095715,1,G,G06,G06F,G06F13/385,inventional
8095715,2,G,G06,G06F,G06F2213/0036,additional
8095746,0,G,G06,G06F,G06F12/0292,inventional
8095746,1,G,G06,G06F,G06F12/0223,inventional
8095746,2,G,G06,G06F,G06F2212/1044,additional
8095761,0,G,G06,G06F,G06F1/324,inventional
8095761,1,G,G06,G06F,G06F1/3275,inventional
8095761,2,G,G11,G11C,G11C7/1066,inventional
8095761,3,G,G11,G11C,G11C7/1093,inventional
8095761,4,G,G11,G11C,G11C7/222,inventional
8095761,5,Y,Y02,Y02D,Y02D10/00,additional
8095762,0,G,G06,G06F,G06F1/324,inventional
8095762,1,G,G06,G06F,G06F1/3275,inventional
8095762,2,G,G11,G11C,G11C7/1066,inventional
8095762,3,G,G11,G11C,G11C7/1093,inventional
8095762,4,G,G11,G11C,G11C7/222,inventional
8095762,5,Y,Y02,Y02D,Y02D10/00,additional
8095782,0,G,G06,G06F,G06F9/461,inventional
8095782,1,G,G06,G06F,G06F9/5088,inventional
8045330,0,H,H05,H05K,H05K3/4092,inventional
8045330,1,H,H05,H05K,H05K1/117,inventional
8045330,2,H,H05,H05K,H05K2201/0949,additional
8045330,3,H,H05,H05K,H05K2201/09754,additional
8045330,4,H,H05,H05K,H05K2201/09781,additional
8045330,5,H,H05,H05K,H05K2201/1034,additional
8045330,6,Y,Y10,Y10T,Y10T29/49117,additional
8045330,7,Y,Y10,Y10T,Y10T29/49155,additional
8045330,8,Y,Y10,Y10T,Y10T29/49162,additional
8045330,9,Y,Y10,Y10T,Y10T29/49169,additional
8095829,0,G,G06,G06F,G06F11/0721,inventional
8095829,1,G,G06,G06F,G06F11/0715,inventional
8095829,2,G,G06,G06F,G06F11/0772,inventional
8095829,3,G,G06,G06F,G06F11/0793,inventional
8140608,0,G,G06,G06F,G06F7/535,inventional
8140608,1,G,G06,G06F,G06F7/4873,additional
8140608,2,G,G06,G06F,G06F2207/5351,additional
8140608,3,G,G06,G06F,G06F2207/5356,additional
8463231,0,H,H04,H04L,H04L63/08,inventional
8463231,1,H,H04,H04L,H04L12/14,inventional
8463231,2,H,H04,H04L,H04L12/1403,inventional
8463231,3,H,H04,H04L,H04L12/1439,inventional
8325193,0,G,G06,G06T,G06T15/005,inventional
8325193,1,G,G06,G06F,G06F9/4411,inventional
8325194,0,G,G06,G06F,G06F13/4022,inventional
8325203,0,G,G06,G06T,G06T15/005,inventional
8325203,1,G,G06,G06T,G06T11/40,inventional
8509863,0,H,H04,H04M,H04M1/0274,inventional
8509863,1,H,H04,H04M,H04M2250/14,additional
8509863,2,H,H04,H04M,H04M2250/52,additional
8046586,0,H,H04,H04L,H04L9/3247,inventional
8373483,0,H,H03,H03K,H03K3/356191,inventional
8373483,1,H,H03,H03K,H03K3/012,inventional
8463951,0,G,G06,G06F,G06F9/4411,inventional
8463951,1,G,G06,G06F,G06F13/102,inventional
8464001,0,G,G06,G06F,G06F12/0804,inventional
8464001,1,G,G06,G06F,G06F12/12,additional
8464001,2,G,G06,G06F,G06F2212/302,additional
8373707,0,G,G06,G06F,G06F9/4411,inventional
8373708,0,G,G06,G06F,G06F21/85,inventional
8274448,0,H,H04,H04N,H04N13/398,inventional
8274448,1,H,H04,H04N,H04N13/341,inventional
8274448,2,G,G09,G09G,G09G3/006,additional
8274448,3,G,G09,G09G,G09G5/397,additional
8274448,4,G,G09,G09G,G09G2310/0224,additional
8274448,5,G,G09,G09G,G09G2320/0209,additional
8373717,0,G,G06,G06T,G06T15/005,inventional
8373717,1,G,G06,G06T,G06T9/001,inventional
8373718,0,G,G09,G09G,G09G5/026,inventional
8373718,1,G,G09,G09G,G09G5/02,inventional
8373718,2,G,G09,G09G,G09G2340/06,additional
8373718,3,G,G09,G09G,G09G2340/10,additional
8274513,0,G,G06,G06T,G06T17/00,inventional
8510616,0,G,G01,G01R,G01R31/318563,inventional
8510616,1,G,G01,G01R,G01R31/318575,inventional
8510616,2,G,G11,G11C,G11C29/12015,inventional
8510616,3,G,G11,G11C,G11C29/14,inventional
8510616,4,G,G11,G11C,G11C29/32,inventional
8510616,5,G,G11,G11C,G11C2029/3202,additional
8510643,0,G,G06,G06F,G06F11/1096,inventional
8510643,1,G,G06,G06F,G06F2211/1059,additional
8232991,0,G,G06,G06T,G06T15/40,inventional
8233000,0,G,G06,G06F,G06F9/5044,inventional
8233000,1,G,G06,G06F,G06F1/3206,inventional
8233000,2,G,G06,G06F,G06F1/3265,inventional
8233000,3,G,G06,G06F,G06F1/3293,inventional
8233000,4,G,G06,G06F,G06F9/4856,inventional
8233000,5,G,G09,G09G,G09G5/363,inventional
8233000,6,G,G06,G06F,G06F3/14,additional
8233000,7,G,G09,G09G,G09G2330/021,additional
8233000,8,G,G09,G09G,G09G2360/06,additional
8233000,9,Y,Y02,Y02D,Y02D10/00,additional
8233004,0,G,G06,G06T,G06T9/00,inventional
8233004,1,G,G06,G06T,G06T11/40,inventional
8233004,2,G,G06,G06T,G06T15/005,inventional
8233004,3,G,G09,G09G,G09G5/363,additional
8233004,4,G,G09,G09G,G09G2340/02,additional
8374619,0,H,H04,H04W,H04W16/14,inventional
8374619,1,H,H04,H04W,H04W72/541,additional
8374619,2,H,H04,H04W,H04W76/10,additional
